ID,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB
241310,37+2,37+2,37+2,37+2,36+2,36+2,36+2,37+2,37+2,37+2,37+2,39+2,39+2,39+2,39+2,39+2,49+2,49+2,49+2,49+2,49+2,51+2,55+2,55+2,55+2,51+2
245406,44+2,44+2,44+2,48+2,45+2,45+2,45+2,48+2,45+2,45+2,45+2,50+2,45+2,45+2,45+2,50+2,54+2,50+2,50+2,50+2,54+2,55+2,52+2,52+2,52+2,55+2
208544,45+2,45+2,45+2,48+2,45+2,45+2,45+2,48+2,44+2,44+2,44+2,49+2,44+2,44+2,44+2,49+2,54+2,50+2,50+2,50+2,54+2,55+2,55+2,55+2,55+2,55+2
235168,45+2,45+2,45+2,50+2,48+2,48+2,48+2,50+2,50+2,50+2,50+2,52+2,51+2,51+2,51+2,52+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2
244640,48+2,48+2,48+2,50+2,50+2,50+2,50+2,50+2,52+2,52+2,52+2,53+2,54+2,54+2,54+2,53+2,54+2,55+2,55+2,55+2,54+2,54+2,53+2,53+2,53+2,54+2
245152,54+2,54+2,54+2,50+2,52+2,52+2,52+2,50+2,50+2,50+2,50+2,49+2,44+2,44+2,44+2,49+2,34+2,33+2,33+2,33+2,34+2,33+2,30+2,30+2,30+2,33+2
241825,48+2,48+2,48+2,53+2,52+2,52+2,52+2,53+2,54+2,54+2,54+2,53+2,51+2,51+2,51+2,53+2,47+2,47+2,47+2,47+2,47+2,46+2,43+2,43+2,43+2,46+2
242594,53+2,53+2,53+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,54+2,54+2,54+2,56+2,50+2,49+2,49+2,49+2,50+2,48+2,44+2,44+2,44+2,48+2
246179,50+2,50+2,50+2,53+2,53+2,53+2,53+2,53+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2,50+2,49+2,49+2,49+2,50+2,49+2,46+2,46+2,46+2,49+2
235428,52+2,52+2,52+2,55+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,56+2,55+2,55+2,55+2,56+2,51+2,52+2,52+2,52+2,51+2,50+2,49+2,49+2,49+2,50+2
243620,49+2,49+2,49+2,50+2,51+2,51+2,51+2,50+2,53+2,53+2,53+2,52+2,55+2,55+2,55+2,52+2,51+2,55+2,55+2,55+2,51+2,50+2,53+2,53+2,53+2,50+2
203429,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,52+2,52+2,52+2,54+2,45+2,45+2,45+2,54+2,46+2,40+2,40+2,40+2,46+2,44+2,39+2,39+2,39+2,44+2
222629,49+2,49+2,49+2,51+2,49+2,49+2,49+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,54+2
243365,40+2,40+2,40+2,36+2,36+2,36+2,36+2,36+2,35+2,35+2,35+2,38+2,39+2,39+2,39+2,38+2,49+2,48+2,48+2,48+2,49+2,52+2,55+2,55+2,55+2,52+2
243622,40+2,40+2,40+2,42+2,41+2,41+2,41+2,42+2,41+2,41+2,41+2,45+2,44+2,44+2,44+2,45+2,54+2,53+2,53+2,53+2,54+2,55+2,58+2,58+2,58+2,55+2
245415,,,,,,,,,,,,,,,,,,,,,,,,,,
242088,50+2,50+2,50+2,55+2,54+2,54+2,54+2,55+2,56+2,56+2,56+2,56+2,54+2,54+2,54+2,56+2,46+2,46+2,46+2,46+2,46+2,44+2,38+2,38+2,38+2,44+2
244904,39+2,39+2,39+2,36+2,36+2,36+2,36+2,36+2,34+2,34+2,34+2,37+2,37+2,37+2,37+2,37+2,48+2,47+2,47+2,47+2,48+2,52+2,55+2,55+2,55+2,52+2
240042,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,54+2,54+2,54+2,55+2,48+2,48+2,48+2,55+2,45+2,41+2,41+2,41+2,45+2,43+2,39+2,39+2,39+2,43+2
242090,53+2,53+2,53+2,56+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,50+2,50+2,50+2,56+2,48+2,44+2,44+2,44+2,48+2,45+2,39+2,39+2,39+2,45+2
243370,43+2,43+2,43+2,45+2,42+2,42+2,42+2,45+2,43+2,43+2,43+2,46+2,44+2,44+2,44+2,46+2,53+2,50+2,50+2,50+2,53+2,54+2,53+2,53+2,53+2,54+2
240555,44+2,44+2,44+2,51+2,47+2,47+2,47+2,51+2,47+2,47+2,47+2,52+2,44+2,44+2,44+2,52+2,55+2,47+2,47+2,47+2,55+2,55+2,49+2,49+2,49+2,55+2
243372,47+2,47+2,47+2,48+2,49+2,49+2,49+2,48+2,51+2,51+2,51+2,50+2,52+2,52+2,52+2,50+2,51+2,54+2,54+2,54+2,51+2,51+2,53+2,53+2,53+2,51+2
245420,43+2,43+2,43+2,50+2,47+2,47+2,47+2,50+2,48+2,48+2,48+2,52+2,48+2,48+2,48+2,52+2,55+2,51+2,51+2,51+2,55+2,55+2,51+2,51+2,51+2,55+2
236717,39+2,39+2,39+2,35+2,36+2,36+2,36+2,35+2,36+2,36+2,36+2,37+2,39+2,39+2,39+2,37+2,47+2,48+2,48+2,48+2,47+2,50+2,54+2,54+2,54+2,50+2
245421,37+2,37+2,37+2,37+2,37+2,37+2,37+2,37+2,38+2,38+2,38+2,39+2,42+2,42+2,42+2,39+2,50+2,50+2,50+2,50+2,50+2,52+2,55+2,55+2,55+2,52+2
232878,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,58+2,54+2,54+2,54+2,58+2,58+2,55+2,55+2,55+2,58+2,58+2,52+2,52+2,52+2,58+2
233390,44+2,44+2,44+2,44+2,43+2,43+2,43+2,44+2,42+2,42+2,42+2,45+2,43+2,43+2,43+2,45+2,53+2,51+2,51+2,51+2,53+2,54+2,57+2,57+2,57+2,54+2
241582,51+2,51+2,51+2,54+2,52+2,52+2,52+2,54+2,52+2,52+2,52+2,55+2,49+2,49+2,49+2,55+2,47+2,43+2,43+2,43+2,47+2,45+2,40+2,40+2,40+2,45+2
244654,,,,,,,,,,,,,,,,,,,,,,,,,,
241328,40+2,40+2,40+2,38+2,37+2,37+2,37+2,38+2,37+2,37+2,37+2,40+2,40+2,40+2,40+2,40+2,49+2,49+2,49+2,49+2,49+2,51+2,55+2,55+2,55+2,51+2
244657,51+2,51+2,51+2,56+2,55+2,55+2,55+2,56+2,57+2,57+2,57+2,56+2,54+2,54+2,54+2,56+2,50+2,49+2,49+2,49+2,50+2,49+2,44+2,44+2,44+2,49+2
245169,48+2,48+2,48+2,48+2,46+2,46+2,46+2,48+2,44+2,44+2,44+2,49+2,43+2,43+2,43+2,49+2,54+2,49+2,49+2,49+2,54+2,55+2,52+2,52+2,52+2,55+2
231602,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,51+2,51+2,51+2,51+2,44+2,44+2,44+2,51+2,38+2,33+2,33+2,33+2,38+2,36+2,30+2,30+2,30+2,36+2
232370,43+2,43+2,43+2,49+2,46+2,46+2,46+2,49+2,47+2,47+2,47+2,51+2,48+2,48+2,48+2,51+2,55+2,53+2,53+2,53+2,55+2,56+2,55+2,55+2,55+2,56+2
246450,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,49+2,49+2,49+2,55+2,45+2,41+2,41+2,41+2,45+2,43+2,37+2,37+2,37+2,43+2
237235,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,51+2,51+2,51+2,53+2,42+2,42+2,42+2,53+2,40+2,34+2,34+2,34+2,40+2,39+2,34+2,34+2,34+2,39+2
244659,51+2,51+2,51+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,49+2,49+2,49+2,54+2,42+2,40+2,40+2,40+2,42+2,39+2,35+2,35+2,35+2,39+2
237236,,,,,,,,,,,,,,,,,,,,,,,,,,
242612,54+2,54+2,54+2,57+2,56+2,56+2,56+2,57+2,54+2,54+2,54+2,54+2,44+2,44+2,44+2,54+2,40+2,34+2,34+2,34+2,40+2,38+2,32+2,32+2,32+2,38+2
228533,,,,,,,,,,,,,,,,,,,,,,,,,,
231861,,,,,,,,,,,,,,,,,,,,,,,,,,
243893,49+2,49+2,49+2,52+2,52+2,52+2,52+2,52+2,55+2,55+2,55+2,53+2,54+2,54+2,54+2,53+2,48+2,50+2,50+2,50+2,48+2,46+2,46+2,46+2,46+2,46+2
231606,54+2,54+2,54+2,48+2,51+2,51+2,51+2,48+2,49+2,49+2,49+2,46+2,44+2,44+2,44+2,46+2,37+2,37+2,37+2,37+2,37+2,36+2,39+2,39+2,39+2,36+2
240310,42+2,42+2,42+2,47+2,44+2,44+2,44+2,47+2,46+2,46+2,46+2,49+2,46+2,46+2,46+2,49+2,54+2,50+2,50+2,50+2,54+2,54+2,50+2,50+2,50+2,54+2
241593,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,52+2,52+2,52+2,55+2,54+2,52+2,52+2,52+2,54+2,53+2,52+2,52+2,52+2,53+2
243897,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,52+2,52+2,52+2,52+2,46+2,46+2,46+2,52+2,38+2,35+2,35+2,35+2,38+2,36+2,31+2,31+2,31+2,36+2
242874,42+2,42+2,42+2,49+2,46+2,46+2,46+2,49+2,48+2,48+2,48+2,52+2,50+2,50+2,50+2,52+2,56+2,53+2,53+2,53+2,56+2,55+2,52+2,52+2,52+2,55+2
138427,43+2,43+2,43+2,49+2,46+2,46+2,46+2,49+2,49+2,49+2,49+2,52+2,51+2,51+2,51+2,52+2,54+2,56+2,56+2,56+2,54+2,54+2,56+2,56+2,56+2,54+2
232635,55+2,55+2,55+2,51+2,51+2,51+2,51+2,51+2,48+2,48+2,48+2,50+2,43+2,43+2,43+2,50+2,42+2,39+2,39+2,39+2,42+2,41+2,42+2,42+2,42+2,41+2
233915,54+2,54+2,54+2,51+2,52+2,52+2,52+2,51+2,49+2,49+2,49+2,48+2,41+2,41+2,41+2,48+2,35+2,31+2,31+2,31+2,35+2,34+2,30+2,30+2,30+2,34+2
242107,43+2,43+2,43+2,49+2,46+2,46+2,46+2,49+2,47+2,47+2,47+2,50+2,46+2,46+2,46+2,50+2,54+2,50+2,50+2,50+2,54+2,54+2,52+2,52+2,52+2,54+2
243387,,,,,,,,,,,,,,,,,,,,,,,,,,
239548,54+2,54+2,54+2,50+2,52+2,52+2,52+2,50+2,50+2,50+2,50+2,49+2,45+2,45+2,45+2,49+2,34+2,33+2,33+2,33+2,34+2,32+2,30+2,30+2,30+2,32+2
225981,,,,,,,,,,,,,,,,,,,,,,,,,,
241597,,,,,,,,,,,,,,,,,,,,,,,,,,
243646,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,51+2,51+2,51+2,51+2,45+2,45+2,45+2,51+2,38+2,35+2,35+2,35+2,38+2,36+2,32+2,32+2,32+2,36+2
241344,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,52+2,52+2,52+2,56+2,50+2,48+2,48+2,48+2,50+2,49+2,47+2,47+2,47+2,49+2
231617,43+2,43+2,43+2,49+2,46+2,46+2,46+2,49+2,47+2,47+2,47+2,51+2,47+2,47+2,47+2,51+2,54+2,50+2,50+2,50+2,54+2,54+2,51+2,51+2,51+2,54+2
243137,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,53+2,53+2,53+2,54+2,50+2,50+2,50+2,54+2,43+2,41+2,41+2,41+2,43+2,40+2,37+2,37+2,37+2,40+2
245442,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,50+2,50+2,50+2,55+2,42+2,40+2,40+2,40+2,42+2,40+2,35+2,35+2,35+2,40+2
241859,,,,,,,,,,,,,,,,,,,,,,,,,,
234692,44+2,44+2,44+2,47+2,45+2,45+2,45+2,47+2,46+2,46+2,46+2,49+2,47+2,47+2,47+2,49+2,54+2,51+2,51+2,51+2,54+2,54+2,53+2,53+2,53+2,54+2
238789,51+2,51+2,51+2,53+2,52+2,52+2,52+2,53+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,52+2,51+2,51+2,51+2,52+2
234950,48+2,48+2,48+2,55+2,52+2,52+2,52+2,55+2,53+2,53+2,53+2,55+2,47+2,47+2,47+2,55+2,41+2,37+2,37+2,37+2,41+2,38+2,30+2,30+2,30+2,38+2
181702,,,,,,,,,,,,,,,,,,,,,,,,,,
233931,37+2,37+2,37+2,36+2,35+2,35+2,35+2,36+2,35+2,35+2,35+2,38+2,38+2,38+2,38+2,38+2,49+2,48+2,48+2,48+2,49+2,51+2,54+2,54+2,54+2,51+2
241355,51+2,51+2,51+2,55+2,53+2,53+2,53+2,55+2,53+2,53+2,53+2,54+2,48+2,48+2,48+2,54+2,44+2,40+2,40+2,40+2,44+2,42+2,35+2,35+2,35+2,42+2
245451,38+2,38+2,38+2,45+2,41+2,41+2,41+2,45+2,41+2,41+2,41+2,46+2,43+2,43+2,43+2,46+2,54+2,49+2,49+2,49+2,54+2,54+2,50+2,50+2,50+2,54+2
233932,42+2,42+2,42+2,49+2,46+2,46+2,46+2,49+2,47+2,47+2,47+2,50+2,48+2,48+2,48+2,50+2,55+2,51+2,51+2,51+2,55+2,55+2,51+2,51+2,51+2,55+2
242636,,,,,,,,,,,,,,,,,,,,,,,,,,
242893,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,51+2,51+2,51+2,51+2,44+2,44+2,44+2,51+2,38+2,35+2,35+2,35+2,38+2,36+2,34+2,34+2,34+2,36+2
237262,48+2,48+2,48+2,52+2,52+2,52+2,52+2,52+2,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,50+2,52+2,52+2,52+2,50+2,50+2,49+2,49+2,49+2,50+2
242382,,,,,,,,,,,,,,,,,,,,,,,,,,
237519,49+2,49+2,49+2,50+2,50+2,50+2,50+2,50+2,50+2,50+2,50+2,52+2,51+2,51+2,51+2,52+2,53+2,52+2,52+2,52+2,53+2,54+2,52+2,52+2,52+2,54+2
240336,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,53+2,53+2,53+2,54+2,47+2,47+2,47+2,54+2,44+2,38+2,38+2,38+2,44+2,42+2,34+2,34+2,34+2,42+2
225489,,,,,,,,,,,,,,,,,,,,,,,,,,
231889,50+2,50+2,50+2,55+2,52+2,52+2,52+2,55+2,53+2,53+2,53+2,56+2,52+2,52+2,52+2,56+2,55+2,51+2,51+2,51+2,55+2,54+2,50+2,50+2,50+2,54+2
231122,55+2,55+2,55+2,53+2,54+2,54+2,54+2,53+2,52+2,52+2,52+2,51+2,45+2,45+2,45+2,51+2,37+2,34+2,34+2,34+2,37+2,36+2,32+2,32+2,32+2,36+2
238546,55+2,55+2,55+2,52+2,53+2,53+2,53+2,52+2,51+2,51+2,51+2,50+2,46+2,46+2,46+2,50+2,37+2,36+2,36+2,36+2,37+2,36+2,34+2,34+2,34+2,36+2
243410,48+2,48+2,48+2,54+2,51+2,51+2,51+2,54+2,52+2,52+2,52+2,54+2,47+2,47+2,47+2,54+2,43+2,38+2,38+2,38+2,43+2,40+2,32+2,32+2,32+2,40+2
238035,57+2,57+2,57+2,56+2,55+2,55+2,55+2,56+2,54+2,54+2,54+2,55+2,47+2,47+2,47+2,55+2,43+2,38+2,38+2,38+2,43+2,41+2,37+2,37+2,37+2,41+2
240340,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,53+2,54+2,54+2,54+2,53+2,52+2,52+2,52+2,52+2,52+2
236758,,,,,,,,,,,,,,,,,,,,,,,,,,
238806,54+2,54+2,54+2,49+2,51+2,51+2,51+2,49+2,48+2,48+2,48+2,47+2,43+2,43+2,43+2,47+2,38+2,37+2,37+2,37+2,38+2,37+2,38+2,38+2,38+2,37+2
242134,53+2,53+2,53+2,55+2,55+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,52+2,52+2,52+2,52+2,52+2,51+2,49+2,49+2,49+2,51+2
228313,55+2,55+2,55+2,53+2,54+2,54+2,54+2,53+2,52+2,52+2,52+2,51+2,46+2,46+2,46+2,51+2,40+2,37+2,37+2,37+2,40+2,38+2,36+2,36+2,36+2,38+2
238298,,,,,,,,,,,,,,,,,,,,,,,,,,
244442,45+2,45+2,45+2,47+2,45+2,45+2,45+2,47+2,43+2,43+2,43+2,48+2,43+2,43+2,43+2,48+2,53+2,48+2,48+2,48+2,53+2,54+2,54+2,54+2,54+2,54+2
231387,54+2,54+2,54+2,49+2,50+2,50+2,50+2,49+2,46+2,46+2,46+2,47+2,38+2,38+2,38+2,47+2,36+2,34+2,34+2,34+2,36+2,35+2,37+2,37+2,37+2,35+2
205276,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,60+2,57+2,57+2,57+2,60+2,58+2,55+2,55+2,55+2,58+2,57+2,53+2,53+2,53+2,57+2
244188,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,53+2,53+2,53+2,55+2,46+2,46+2,46+2,55+2,42+2,37+2,37+2,37+2,42+2,39+2,33+2,33+2,33+2,39+2
235741,54+2,54+2,54+2,52+2,52+2,52+2,52+2,52+2,49+2,49+2,49+2,51+2,41+2,41+2,41+2,51+2,39+2,35+2,35+2,35+2,39+2,38+2,37+2,37+2,37+2,38+2
243679,51+2,51+2,51+2,52+2,53+2,53+2,53+2,52+2,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,52+2,54+2,54+2,54+2,52+2,51+2,53+2,53+2,53+2,51+2
219872,45+2,45+2,45+2,49+2,47+2,47+2,47+2,49+2,48+2,48+2,48+2,51+2,49+2,49+2,49+2,51+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,54+2
245472,50+2,50+2,50+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,55+2,52+2,52+2,52+2,55+2,49+2,47+2,47+2,47+2,49+2,48+2,43+2,43+2,43+2,48+2
218593,,,,,,,,,,,,,,,,,,,,,,,,,,
232418,,,,,,,,,,,,,,,,,,,,,,,,,,
208355,49+2,49+2,49+2,51+2,50+2,50+2,50+2,51+2,50+2,50+2,50+2,53+2,52+2,52+2,52+2,53+2,56+2,54+2,54+2,54+2,56+2,56+2,54+2,54+2,54+2,56+2
228067,,,,,,,,,,,,,,,,,,,,,,,,,,
238051,49+2,49+2,49+2,50+2,51+2,51+2,51+2,50+2,53+2,53+2,53+2,52+2,55+2,55+2,55+2,52+2,54+2,57+2,57+2,57+2,54+2,54+2,57+2,57+2,57+2,54+2
239076,,,,,,,,,,,,,,,,,,,,,,,,,,
238309,45+2,45+2,45+2,51+2,48+2,48+2,48+2,51+2,49+2,49+2,49+2,53+2,49+2,49+2,49+2,53+2,55+2,51+2,51+2,51+2,55+2,55+2,50+2,50+2,50+2,55+2
240869,55+2,55+2,55+2,54+2,53+2,53+2,53+2,54+2,51+2,51+2,51+2,53+2,46+2,46+2,46+2,53+2,43+2,39+2,39+2,39+2,43+2,41+2,36+2,36+2,36+2,41+2
222182,39+2,39+2,39+2,38+2,38+2,38+2,38+2,38+2,40+2,40+2,40+2,41+2,45+2,45+2,45+2,41+2,51+2,54+2,54+2,54+2,51+2,52+2,57+2,57+2,57+2,52+2
236774,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,53+2,53+2,53+2,55+2,47+2,47+2,47+2,55+2,42+2,36+2,36+2,36+2,42+2,40+2,32+2,32+2,32+2,40+2
240614,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2,52+2,52+2,52+2,52+2,52+2,51+2,49+2,49+2,49+2,51+2
246246,,,,,,,,,,,,,,,,,,,,,,,,,,
242407,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,54+2,49+2,49+2,49+2,54+2,42+2,39+2,39+2,39+2,42+2,40+2,34+2,34+2,34+2,40+2
243175,48+2,48+2,48+2,51+2,51+2,51+2,51+2,51+2,53+2,53+2,53+2,52+2,54+2,54+2,54+2,52+2,55+2,55+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2
244711,53+2,53+2,53+2,55+2,53+2,53+2,53+2,55+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,57+2,56+2,56+2,56+2,57+2,57+2,55+2,55+2,55+2,57+2
222185,46+2,46+2,46+2,47+2,47+2,47+2,47+2,47+2,49+2,49+2,49+2,50+2,52+2,52+2,52+2,50+2,52+2,54+2,54+2,54+2,52+2,52+2,52+2,52+2,52+2,52+2
240105,55+2,55+2,55+2,51+2,53+2,53+2,53+2,51+2,52+2,52+2,52+2,49+2,46+2,46+2,46+2,49+2,34+2,34+2,34+2,34+2,34+2,33+2,33+2,33+2,33+2,33+2
243689,53+2,53+2,53+2,46+2,49+2,49+2,49+2,46+2,46+2,46+2,46+2,45+2,45+2,45+2,45+2,45+2,47+2,48+2,48+2,48+2,47+2,49+2,55+2,55+2,55+2,49+2
245737,43+2,43+2,43+2,50+2,47+2,47+2,47+2,50+2,49+2,49+2,49+2,53+2,50+2,50+2,50+2,53+2,55+2,52+2,52+2,52+2,55+2,55+2,52+2,52+2,52+2,55+2
242154,51+2,51+2,51+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,52+2,52+2,52+2,52+2,52+2
244970,51+2,51+2,51+2,55+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,55+2,54+2,54+2,54+2,55+2,48+2,49+2,49+2,49+2,48+2,47+2,44+2,44+2,44+2,47+2
245482,42+2,42+2,42+2,47+2,44+2,44+2,44+2,47+2,45+2,45+2,45+2,49+2,46+2,46+2,46+2,49+2,54+2,51+2,51+2,51+2,54+2,55+2,53+2,53+2,53+2,55+2
198891,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,53+2,54+2,54+2,54+2,53+2,53+2,54+2,54+2,54+2,53+2
221163,,,,,,,,,,,,,,,,,,,,,,,,,,
239595,45+2,45+2,45+2,46+2,46+2,46+2,46+2,46+2,47+2,47+2,47+2,48+2,50+2,50+2,50+2,48+2,53+2,54+2,54+2,54+2,53+2,54+2,55+2,55+2,55+2,54+2
243947,43+2,43+2,43+2,46+2,45+2,45+2,45+2,46+2,44+2,44+2,44+2,47+2,44+2,44+2,44+2,47+2,53+2,49+2,49+2,49+2,53+2,55+2,54+2,54+2,54+2,55+2
245739,52+2,52+2,52+2,53+2,54+2,54+2,54+2,53+2,55+2,55+2,55+2,54+2,54+2,54+2,54+2,54+2,50+2,51+2,51+2,51+2,50+2,49+2,48+2,48+2,48+2,49+2
242924,54+2,54+2,54+2,56+2,55+2,55+2,55+2,56+2,53+2,53+2,53+2,54+2,45+2,45+2,45+2,54+2,41+2,36+2,36+2,36+2,41+2,38+2,34+2,34+2,34+2,38+2
230893,,,,,,,,,,,,,,,,,,,,,,,,,,
222190,51+2,51+2,51+2,56+2,53+2,53+2,53+2,56+2,55+2,55+2,55+2,58+2,55+2,55+2,55+2,58+2,59+2,57+2,57+2,57+2,59+2,58+2,58+2,58+2,58+2,58+2
242415,41+2,41+2,41+2,46+2,42+2,42+2,42+2,46+2,43+2,43+2,43+2,48+2,44+2,44+2,44+2,48+2,55+2,50+2,50+2,50+2,55+2,54+2,53+2,53+2,53+2,54+2
222192,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,52+2,52+2,52+2,55+2,48+2,48+2,48+2,55+2,46+2,42+2,42+2,42+2,46+2,44+2,38+2,38+2,38+2,44+2
236529,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,55+2,51+2,51+2,51+2,55+2,45+2,42+2,42+2,42+2,45+2,43+2,36+2,36+2,36+2,43+2
245233,38+2,38+2,38+2,35+2,35+2,35+2,35+2,35+2,35+2,35+2,35+2,37+2,38+2,38+2,38+2,37+2,46+2,48+2,48+2,48+2,46+2,49+2,54+2,54+2,54+2,49+2
223987,54+2,54+2,54+2,50+2,52+2,52+2,52+2,50+2,49+2,49+2,49+2,50+2,44+2,44+2,44+2,50+2,42+2,40+2,40+2,40+2,42+2,42+2,40+2,40+2,40+2,42+2
244468,,,,,,,,,,,,,,,,,,,,,,,,,,
244214,45+2,45+2,45+2,45+2,43+2,43+2,43+2,45+2,43+2,43+2,43+2,47+2,44+2,44+2,44+2,47+2,54+2,51+2,51+2,51+2,54+2,55+2,56+2,56+2,56+2,55+2
237559,51+2,51+2,51+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,56+2,54+2,54+2,54+2,56+2
244983,48+2,48+2,48+2,52+2,50+2,50+2,50+2,52+2,51+2,51+2,51+2,54+2,51+2,51+2,51+2,54+2,55+2,53+2,53+2,53+2,55+2,54+2,52+2,52+2,52+2,54+2
245751,36+2,36+2,36+2,32+2,32+2,32+2,32+2,32+2,31+2,31+2,31+2,34+2,36+2,36+2,36+2,34+2,48+2,48+2,48+2,48+2,48+2,51+2,55+2,55+2,55+2,51+2
244216,41+2,41+2,41+2,39+2,39+2,39+2,39+2,39+2,40+2,40+2,40+2,42+2,43+2,43+2,43+2,42+2,50+2,51+2,51+2,51+2,50+2,51+2,55+2,55+2,55+2,51+2
234234,47+2,47+2,47+2,47+2,47+2,47+2,47+2,47+2,49+2,49+2,49+2,49+2,51+2,51+2,51+2,49+2,53+2,55+2,55+2,55+2,53+2,54+2,55+2,55+2,55+2,54+2
208635,54+2,54+2,54+2,46+2,49+2,49+2,49+2,46+2,45+2,45+2,45+2,44+2,39+2,39+2,39+2,44+2,36+2,36+2,36+2,36+2,36+2,36+2,42+2,42+2,42+2,36+2
235260,,,,,,,,,,,,,,,,,,,,,,,,,,
238076,,,,,,,,,,,,,,,,,,,,,,,,,,
245501,55+2,55+2,55+2,54+2,55+2,55+2,55+2,54+2,53+2,53+2,53+2,54+2,47+2,47+2,47+2,54+2,39+2,35+2,35+2,35+2,39+2,37+2,31+2,31+2,31+2,37+2
228606,40+2,40+2,40+2,47+2,43+2,43+2,43+2,47+2,45+2,45+2,45+2,49+2,46+2,46+2,46+2,49+2,55+2,50+2,50+2,50+2,55+2,54+2,51+2,51+2,51+2,54+2
240894,,,,,,,,,,,,,,,,,,,,,,,,,,
245247,55+2,55+2,55+2,55+2,56+2,56+2,56+2,55+2,55+2,55+2,55+2,56+2,54+2,54+2,54+2,56+2,53+2,52+2,52+2,52+2,53+2,53+2,51+2,51+2,51+2,53+2
246271,39+2,39+2,39+2,45+2,41+2,41+2,41+2,45+2,43+2,43+2,43+2,48+2,47+2,47+2,47+2,48+2,58+2,54+2,54+2,54+2,58+2,58+2,55+2,55+2,55+2,58+2
245506,41+2,41+2,41+2,47+2,44+2,44+2,44+2,47+2,43+2,43+2,43+2,48+2,41+2,41+2,41+2,48+2,53+2,48+2,48+2,48+2,53+2,54+2,52+2,52+2,52+2,54+2
231683,49+2,49+2,49+2,55+2,52+2,52+2,52+2,55+2,53+2,53+2,53+2,54+2,47+2,47+2,47+2,54+2,43+2,40+2,40+2,40+2,43+2,41+2,37+2,37+2,37+2,41+2
